Processes: 403 total, 2 running, 401 sleeping, 1668 threads 
2020/08/30 12:31:22
Load Avg: 1.51, 1.70, 1.70 
CPU usage: 7.53% user, 10.95% sys, 81.50% idle 
SharedLibs: 391M resident, 53M data, 48M linkedit.
MemRegions: 71844 total, 3169M resident, 139M private, 1212M shared.
PhysMem: 10G used (2497M wired), 5639M unused.
VM: 2216G vsize, 1991M framework vsize, 3152691(0) swapins, 3366775(0) swapouts.
Networks: packets: 9272571/9600M in, 5120610/866M out.
Disks: 3087464/43G read, 4711613/64G written.

PID    COMMAND          %CPU TIME     #TH   #WQ #PORTS MEM   PURG  CMPRS PGRP  PPID  STATE    BOOSTS      %CPU_ME %CPU_OTHRS UID FAULTS   COW      MSGSENT   MSGRECV   SYSBSD   SYSMACH   CSW       PAGEINS IDLEW    POWER INSTRS CYCLES USER               #MREGS RPRVT VPRVT VSIZE KPRVT KSHRD
479    Dropbox          0.0  00:00.02 1     0   13     1460K 0B    1376K 465   465   sleeping *0[1]       0.00000 0.00000    501 1436     136      26        9         524      86        154       145     0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
478    Dropbox          0.0  00:00.07 4     1   27     1336K 0B    972K  477   1     sleeping *0[1]       0.00000 0.00000    501 1693     162      43        18        1351     245       285       51      75       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
476    ProtectedCloudKe 0.0  00:00.54 2     1   52     2120K 64K   908K  476   1     sleeping *0[425]     0.00000 0.00000    501 8427     181      7126      3187      18610    19676     14101     51      264      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
475    cdpd             0.0  00:00.53 2     1   48     2152K 0B    524K  475   1     sleeping *0[441]     0.00000 0.00000    501 7236     162      7011      3073      17380    21147     13074     79      206      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
474    findmydeviced    0.0  00:01.74 3     1   106    42M   0B    40M   474   1     sleeping *0[14]      0.00000 0.00000    0   36587    746      2475      1198      40282    5837      25127     413     6251     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
471    TrustedPeersHelp 0.0  00:00.75 2     1   43     3664K 64K   1168K 471   1     sleeping *0[94]      0.00000 0.00000    501 7587     288      1390      681       8062     5524      3815      717     86       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
468    PAH_Extension    0.0  00:13.30 3     1   223    7280K 0B    3308K 468   1     sleeping  0[48178]   0.00000 0.00000    501 34114    364      258570    66362     253281   536126    259557    302     3620     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
467    wifivelocityd    0.0  00:02.80 2     1   65     5124K 0B    2804K 467   1     sleeping *0[358]     0.00000 0.00000    0   21297    770      28742     12800     85197    51927     30554     190     330      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
466    WiFiVelocityAgen 0.0  00:00.18 2     1   46     1512K 0B    536K  466   1     sleeping *0[332]     0.00000 0.00000    501 3105     148      2070      969       9363     3425      3491      48      76       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
465    Dropbox          0.0  04:49.90 142   1   1002   296M  0B    184M  465   1     sleeping *0[16933]   0.00000 0.00000    501 1265589  25254    361791    106026    5990932  1153540   2448768   30024   271361   0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
464    CloudKeychainPro 0.0  00:00.77 2     1   46     9564K 64K   5148K 464   1     sleeping *0[143]     0.00000 0.00000    501 12117    139      3895      1896      14916    9005      10300     40      308      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
463    homed            0.0  00:08.49 3     1   133    9240K 0B    5948K 463   1     sleeping *0[8836]    0.00000 0.00000    501 45285    367      83946     26280     196560   138415    115450    3573    2285     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
461    CategoriesServic 0.0  00:00.07 2     1   37     2184K 0B    2176K 461   1     sleeping *0[4]       0.00000 0.00000    501 2387     158      160       50        2096     332       111       0       0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
460    callservicesd    0.0  00:08.42 4     1   235    11M   384K  5216K 460   1     sleeping *0[1820]    0.00000 0.00000    501 39067    519      56838     17771     143607   131669    131943    1558    1106     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
459    Bartender 3      0.0  07:56.98 7     3   245    19M   0B    14M   459   1     sleeping *4[918]     0.00000 0.00000    501 143074   403      518732    109759    2173925  1819277   1235472   1553    78402    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
458    ContactsAccounts 0.0  00:25.84 2     1   86     4908K 0B    1152K 458   1     sleeping *0[2589]    0.00000 0.00000    501 53374    216      53252     19434     389398   176335    109179    55      339      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
457    WirelessRadioMan 0.0  00:02.89 2     1   50     1876K 0B    676K  457   1     sleeping *0[1]       0.00000 0.00000    0   18559    186      16235     8840      190138   24586     44171     448     1220     0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
456    pbs              0.0  00:00.94 2     1   42     2816K 0B    828K  456   1     sleeping *0[361]     0.00000 0.00000    501 22469    144      3657      1600      21181    5290      7631      26      166      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
455    CalNCService     0.0  00:19.86 2     1   130    17M   704K  7212K 455   1     sleeping *0[2004]    0.00000 0.00000    501 52287    337      73998     17084     428553   170013    179495    2313    720      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
454    nsurlstoraged    0.0  02:22.85 2     1   244    13M   1184K 4380K 454   1     sleeping *0[21423]   0.00000 0.00000    501 700098   170      152481    38812     668648   237746    609035    203     4340     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
453    com.apple.geod   0.0  00:19.33 3     1   93     11M   256K  6232K 453   1     sleeping *0[3357]    0.00000 0.00000    501 67021    252      249397    45351     619412   219042    198107    1579    11455    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
452    commerce         0.0  00:44.64 3     1   112    15M   128K  2792K 452   1     sleeping *0[641]     0.00000 0.00000    501 152237   276      92020     36681     554270   187368    397634    1486    10669    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
449    nsurlstoraged    0.0  00:00.25 2     1   41     3868K 0B    2296K 449   1     sleeping *0[7]       0.00000 0.00000    243 4944     158      540       280       1430     852       1525      59      11       0.0   0      0      _nsurlstoraged     N/A    N/A   N/A   N/A   N/A   N/A  
448    CallHistoryPlugi 0.0  00:02.61 2     1   74     6436K 64K   2972K 448   1     sleeping *0[620]     0.00000 0.00000    501 15413    243      17653     4113      67173    46402     51533     65      372      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
447    akd              0.0  00:10.87 3     1   114    11M   0B    5120K 447   1     sleeping *0[21672]   0.00000 0.00000    501 73152    240      143441    51181     314871   204143    170895    403     7793     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
446    Alfred           0.0  00:49.26 3     1   441    26M   5484K 7284K 446   1     sleeping *0[12908]   0.00000 0.00000    501 1331035  790      328899    66734     735774   1048968   479980    16558   22963    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
445    WiFiAgent        0.0  03:57.34 4     1   539    7600K 0B    1584K 445   1     sleeping *16463[4]   0.00000 0.00000    501 270705   297      744842    268100    1667049  1046523   726404    774     9786     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
443    storeaccountd    0.0  00:00.56 2     1   68     4080K 0B    2612K 443   1     sleeping *0[394]     0.00000 0.00000    501 8513     200      7451      3042      16180    19230     15442     64      142      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
442    mapspushd        0.0  00:04.01 2     1   84     9076K 0B    4140K 442   1     sleeping *0[2694]    0.00000 0.00000    501 36851    257      17011     18550     115431   53317     85455     129     8151     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
441    com.apple.quickl 0.0  00:07.49 3     1   102    4096K 448K  900K  441   1     sleeping *416[5]     0.00000 0.00000    501 58533    231      55012     19073     205504   100640    59669     9381    668      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
440    IMDPersistenceAg 0.0  00:19.13 2     1   81     16M   9024K 4912K 440   1     sleeping *0[590]     0.00000 0.00000    501 161216   285      32408     6427      1029556  125297    114139    559     568      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
439    ctkd             0.0  00:00.03 2     1   20     2592K 0B    2588K 439   1     sleeping *0[10]      0.00000 0.00000    259 1325     144      80        33        541      180       413       0       0        0.0   0      0      _ctkd              N/A    N/A   N/A   N/A   N/A   N/A  
437    parsecd          0.0  00:34.34 2     1   79     13M   64K   2456K 437   1     sleeping *0[2132]    0.00000 0.00000    501 110780   415      76027     36159     512137   135359    378120    1555    10686    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
435    ctkd             0.0  00:00.10 2     1   63     3224K 0B    2672K 435   1     sleeping *0[41]      0.00000 0.00000    501 3136     157      766       427       2613     1311      1233      48      35       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
434    com.apple.dock.e 0.0  00:01.30 3     1   149    10M   512K  6304K 434   1     sleeping *0[1150]    0.00000 0.00000    501 29280    621      14996     3790      16038    36276     19137     1427    413      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
433    FinderSyncExt    0.0  00:01.05 3     1   160    6716K 0B    3996K 433   1     sleeping *0[1164]    0.00000 0.00000    501 14543    611      13915     3348      19043    32894     19077     722     344      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
432    garcon           0.0  00:01.99 3     1   150    18M   0B    15M   432   1     sleeping *0[2297]    0.00000 0.00000    501 53844    283      20859     4895      50281    46231     23511     961     392      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
431    com.apple.dock.e 0.0  00:01.34 3     1   159    6304K 0B    2804K 431   1     sleeping *6[7]       0.00000 0.00000    501 23596    321      19090     4887      20750    37699     21700     3094    342      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
430    Spotlight        0.0  00:18.97 4     1   272    27M   768K  10M   430   1     sleeping  0[5751]    0.00000 0.00000    501 75450    550      73955     28055     331229   204585    197384    1922    6268     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
429    CommCenter       0.0  00:12.60 7     2   146    10M   0B    6516K 429   1     sleeping *0[1]       0.00000 0.00000    501 36894    652      88637     19656     368966   123793    261729    3279    18507    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
428    Last.fm Scrobble 0.0  69:58.20 10    1   239    74M   0B    44M   428   1     sleeping *0[1290]    0.00000 0.00000    501 392601   3375     20689016  81701546  6876823  633843737 21488748  12990   3587352  0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
427    CategoriesServic 0.0  00:00.22 2     1   35     3036K 0B    2220K 427   1     sleeping *0[4]       0.00000 0.00000    501 5495     153      503       463       5731     1440      2599      0       85       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
426    ctkahp           0.0  00:00.10 2     1   50     3160K 0B    2652K 426   1     sleeping *0[204]     0.00000 0.00000    501 2597     149      1334      271       1692     1723      937       46      4        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
425    Moom             0.0  07:35.71 3     1   293    48M   0B    41M   425   1     sleeping *0[27390]   0.00000 0.00000    501 138970   460      8678453   1726598   3448825  25231797  3376217   1365    54251    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
424    filecoordination 0.0  00:02.33 2     1   100    2484K 0B    1208K 424   1     sleeping *0[1]       0.00000 0.00000    0   16247    143      43623     13194     74664    54925     25013     157     305      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
423    useractivityd    0.0  00:45.19 2     1   109    5496K 0B    2432K 423   1     sleeping *0[10942]   0.00000 0.00000    501 65806    231      122870    59707     397566   2009644   1315307   486     10729    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
422    ctkahp           0.0  00:00.11 2     1   33     2912K 0B    2316K 422   1     sleeping *0[202]     0.00000 0.00000    0   2508     141      1751      543       2536     2624      1415      16      38       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
420    amsaccountsd     0.0  00:06.56 2     1   73     4412K 0B    1732K 420   1     sleeping *0[501]     0.00000 0.00000    501 45560    254      25782     19723     190272   99779     146272    151     13018    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
418    TextInputMenuAge 0.0  00:05.89 3     1   175    7236K 0B    3900K 418   1     sleeping *0[10346]   0.00000 0.00000    501 15461    294      116298    18439     46032    309509    116292    227     318      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
417    SetappLauncher   0.0  01:21.62 7     1   296    70M   12M   25M   417   1     sleeping *0[1]       0.00000 0.00000    501 250588   791      840704    210487    892782   1074857   692082    1426    8220     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
416    diagnostics_agen 0.0  00:04.76 2     1   68     5152K 0B    2104K 416   1     sleeping  0[0]       0.00000 0.00000    501 33470    204      30963     11194     138446   34720     76476     193     1816     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
415    CleanMyMac X Hea 0.0  01:02.70 13    7   192    683M  0B    528M  415   1     sleeping *0[1]       0.00000 0.00000    501 392707   1063     611055    129134    1780206  943317    690002    4081    9026     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
414    imagent          0.0  00:01.80 2     1   150    6880K 0B    3320K 414   1     sleeping *0[1]       0.00000 0.00000    501 15408    334      18272     7664      40200    52610     29607     1284    820      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
413    cloudpaird       0.0  00:25.63 2     1   91     5364K 0B    2864K 413   1     sleeping *0[124]     0.00000 0.00000    501 19957    232      49809     33869     14578    1818254   792784    172     595      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
412    SetappAgent      0.0  05:53.17 15    7   402    100M  8192K 20M   412   1     sleeping *0[1]       0.00000 0.00000    501 988032   968      419248    30230     8476014  1224896   1307769   55653   12727    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
411    AirPlayUIAgent   0.0  00:00.89 3     1   147    3776K 0B    1324K 411   1     sleeping *0[1152]    0.00000 0.00000    501 12513    267      15004     3708      16701    34976     17829     65      381      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
410    sharingd         0.0  01:55.96 5     1   288    30M   2540K 7572K 410   1     sleeping *0[1]       0.00000 0.00000    501 254221   678      650409    206554    2116914  3758998   1813839   6747    22847    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
409    askpermissiond   0.0  00:05.59 2     1   62     4696K 0B    1820K 409   1     sleeping *0[407]     0.00000 0.00000    501 40282    233      19748     17234     163441   83569     137272    101     12566    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
408    CalendarAgent    0.0  01:23.42 3     1   236    39M   8960K 14M   408   1     sleeping *176[1]     0.00000 0.00000    501 165482   386      230914    53390     1869504  904911    523134    4658    8034     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
406    N4RA379GBW.com.b 0.0  00:06.93 8     1   593    39M   0B    24M   406   1     sleeping *0[1]       0.00000 0.00000    501 79375    877      50486     18922     104131   134753    101421    808     6899     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
405    icdd             0.0  00:02.04 2     1   63     5556K 0B    4152K 405   1     sleeping *0[1]       0.00000 0.00000    501 8585     183      12316     6008      10682    14958     11658     656     168      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
404    Siri             0.0  01:31.23 3     1   153    4464K 0B    1412K 404   1     sleeping *0[1]       0.00000 0.00000    501 20004    310      1036180   8132      519868   2226021   651946    159     1332     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
403    imklaunchagent   0.0  00:00.72 2     1   119    3776K 0B    1712K 403   1     sleeping *0[1]       0.00000 0.00000    501 15190    270      7534      2963      11888    12998     11962     3278    254      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
402    NotificationCent 0.0  00:21.22 3     1   312    99M   0B    70M   402   1     sleeping *0[3790]    0.00000 0.00000    501 199037   647      184375    64017     93712    342510    95814     11953   2884     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
399    SocialPushAgent  0.0  00:00.52 2     1   45     1584K 0B    616K  399   1     sleeping *0[495]     0.00000 0.00000    501 7085     167      8212      3031      12804    21140     13874     34      188      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
397    ContextStoreAgen 0.0  00:11.22 2     1   62     7052K 448K  3452K 397   1     sleeping *0[7532]    0.00000 0.00000    501 41083    232      47686     18652     343525   73211     141529    89      1357     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
394    corespeechd      0.0  00:00.17 2     1   51     3628K 0B    2904K 394   1     sleeping *0[1]       0.00000 0.00000    501 4927     261      632       498       2832     2112      3529      228     103      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
393    cloudd           0.0  03:00.27 4     1   228    22M   2624K 4404K 393   1     sleeping *5496[1]    0.00000 0.00000    501 239326   309      493953    167563    5237590  1153472   1452864   3741    15717    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
392    accountsd        0.0  08:18.21 3     1   343    129M  1088K 105M  392   1     sleeping *0[17351]   0.00000 0.00000    501 921977   4414     1825624   354927    17939335 6420888   9247250   8558    9373     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
391    CategoriesServic 0.0  00:00.07 2     1   35     2004K 0B    1996K 391   1     sleeping *0[29]      0.00000 0.00000    501 6035     154      435       149       1708     745       403       7       6        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
390    ScreenTimeAgent  0.0  00:11.33 2     1   97     14M   320K  7104K 390   1     sleeping *0[561]     0.00000 0.00000    501 36522    274      34551     11686     283675   300076    81248     617     181      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
389    identityservices 0.0  00:12.68 6     1   255    14M   84K   8608K 389   1     sleeping *0[1]       0.00000 0.00000    501 38276    467      154456    35564     358194   293098    150852    2759    2301     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
388    APFSUserAgent    0.0  00:00.01 2     1   32     780K  0B    772K  388   1     sleeping *0[1]       0.00000 0.00000    501 892      119      216       83        410      329       117       1       0        0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
387    lockoutagent     0.0  00:26.83 3     2   70     5496K 0B    3308K 387   1     sleeping *0[1]       0.00000 0.00000    501 8415     171      124126    4493      1105427  451740    646592    133     60752    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
386    nsurlsessiond    0.0  00:22.01 4     1   126    13M   0B    4260K 386   1     sleeping *23[7742]   0.00000 0.00000    501 64872    263      88266     37937     422788   188283    274085    256     11230    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
385    networkservicepr 0.0  00:00.16 2     1   53     4288K 0B    3352K 385   1     sleeping  0[0]       0.00000 0.00000    501 4779     183      217       313       3308     1017      2027      106     82       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
384    usernoted        0.0  00:09.21 2     1   160    17M   256K  11M   384   1     sleeping *0[1]       0.00000 0.00000    501 755572   9805     105916    43745     115146   149666    51840     1160    1125     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
383    routined         0.0  06:23.05 2     1   178    33M   7724K 10M   383   1     sleeping *0[4717]    0.00000 0.00000    501 683697   394      338657    105754    16135639 15124161  8432921   4818    10130    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
382    rapportd         0.0  00:12.89 2     1   154    6172K 0B    2632K 382   1     sleeping *0[1]       0.00000 0.00000    501 25418    276      103371    30149     262391   253863    125869    1949    4653     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
381    bird             0.0  00:06.64 2     1   146    8604K 576K  3500K 381   1     sleeping *0[3644]    0.00000 0.00000    501 85633    259      33846     8675      182183   88681     85521     2027    1186     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
379    iconservicesagen 0.0  00:41.66 2     1   87     72M   25M   37M   379   1     sleeping *0[2152]    0.00000 0.00000    501 1460722  215      51506     23872     287911   65249     104570    27114   604      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
375    ContextService   0.0  00:16.38 2     1   69     18M   0B    9844K 375   1     sleeping *0[2758]    0.00000 0.00000    501 37921    711      25301     6073      37852    31065     30681     16937   806      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
373    CategoriesServic 0.0  00:00.82 2     1   36     5308K 0B    4288K 373   1     sleeping *0[5]       0.00000 0.00000    501 12556    159      657       518       18726    1657      8842      3       89       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
372    tccd             0.0  00:11.65 2     1   63     7252K 64K   2812K 372   1     sleeping *0[3421]    0.00000 0.00000    501 48730    211      59028     21943     319878   91327     95041     53      540      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
370    AMPDeviceDiscove 0.0  00:00.51 4     2   131    3692K 0B    1952K 370   1     sleeping *0[757]     0.00000 0.00000    501 6662     198      3355      1125      76113    5979      5955      135     221      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
369    sharedfilelistd  0.0  00:05.74 2     1   98     7492K 0B    3680K 369   1     sleeping *0[6606]    0.00000 0.00000    501 24386    217      58581     12999     102975   66723     41338     83      978      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
367    fontd            0.0  00:51.57 2     1   119    9324K 128K  3972K 367   1     sleeping *0[269260]  0.00000 0.00000    501 106360   162      1109256   283950    1194355  894052    396533    83      648      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
366    ViewBridgeAuxili 0.0  00:21.58 2     1   612    3620K 0B    1240K 366   1     sleeping *0[149503]  0.00000 0.00000    501 17324    207      758054    153361    318588   1355661   313172    83      300      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
365    dmd              0.0  00:06.30 2     1   77     3984K 128K  1388K 365   1     sleeping *0[3932]    0.00000 0.00000    501 22134    262      18390     5906      90020    49746     42454     819     1005     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
364    backgroundtaskma 0.0  00:00.13 2     1   65     3036K 0B    2336K 364   1     sleeping *0[6]       0.00000 0.00000    501 3469     193      443       565       3988     1444      2190      19      51       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
363    secinitd         0.0  00:06.01 2     1   57     8076K 0B    3836K 363   1     sleeping *0[247]     0.00000 0.00000    501 31730    198      11740     5816      184337   17050     20079     188     348      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
362    pkd              0.0  00:47.93 2     1   91     8784K 0B    3016K 362   1     sleeping *0[2902]    0.00000 0.00000    501 125733   176      101580    18248     1180334  141101    249365    2206    993      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
361    QuickLookUIServi 0.0  00:03.33 4     1   177    25M   0B    21M   361   1     sleeping  0[9105]    0.00000 0.00000    501 36501    1060     55653     15448     56773    145581    55039     278     1999     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
360    systemsoundserve 0.0  00:01.83 4     1   102    6712K 528K  3988K 360   1     sleeping *0[1]       0.00000 0.00000    0   21653    424      36242     11839     42909    62114     45004     492     749      0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
359    pboard           0.0  00:03.78 6     5   148    3808K 0B    1992K 359   1     sleeping *0[1]       0.00000 0.00000    501 7862     130      139350    33773     301235   227713    113240    68      433      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
356    Finder           0.0  05:38.91 11    3   970    119M  1096K 50M   356   1     sleeping  0[8417]    0.00000 0.00000    501 1985649  1135     2928031   936481    2724751  6931894   2061075   28891   27448    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
355    lsd              0.0  00:07.90 2     1   445    22M   0B    17M   355   1     sleeping *0[13249]   0.00000 0.00000    501 159103   4221     111036    36008     263238   120079    92127     2084    1565     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
353    secd             0.0  01:34.50 2     1   174    16M   17M   2324K 353   1     sleeping *0[1]       0.00000 0.00000    501 360161   313      757266    259765    1026398  1252372   359051    3580    1154     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
352    trustd           0.0  03:31.31 3     2   207    17M   3520K 4316K 352   1     sleeping *6[42234]   0.00000 0.00000    501 396277   194      530045    81657     2328294  1342597   760801    1379    5770     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
351    Dock             0.0  03:03.19 3     1   582    44M   3072K 27M   351   1     sleeping *1[33]      0.00000 0.00000    501 2049558  3912     1930921   142267    2182097  4477030   2802533   9061    71562    0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
350    talagent         0.0  00:01.08 2     1   135    5412K 0B    2928K 350   1     sleeping *0[1]       0.00000 0.00000    501 12708    275      10062     2089      24938    29418     19735     59      278      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
348    distnoted        0.0  00:47.04 2     1   388    5744K 0B    1908K 348   1     sleeping *0[1]       0.00000 0.00000    501 10760    97       547361    169216    479747   495994    316460    159     41       0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
347    knowledge-agent  0.0  03:00.78 2     1   136    21M   8000K 5372K 347   1     sleeping *3398[3]    0.00000 0.00000    501 208500   251      154252    42368     2964053  2417052   811312    594     8423     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
346    com.apple.sbd    0.0  00:03.53 3     1   82     14M   64K   4684K 346   1     sleeping *0[411]     0.00000 0.00000    501 33116    250      12887     4643      64840    37307     59240     165     5012     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
344    UserEventAgent   0.0  01:01.51 3     2   933    6020K 0B    1552K 344   1     sleeping *0[1]       0.00000 0.00000    501 218209   275      222944    86606     539371   2148784   1372518   1067    5184     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
341    securityd_servic 0.0  00:00.44 2     1   29     2480K 0B    2216K 341   1     sleeping *0[1]       0.00000 0.00000    0   1466     122      2008      702       2131     1322      669       19      1        0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
340    cfprefsd         0.0  02:04.38 2     1   453    18M   1884K 2440K 340   1     sleeping *0[273505]  0.00000 0.00000    501 300308   96       1848679   597055    4196562  2185405   995500    111     6833     0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
339    coreauthd        0.0  00:01.19 2     1   52     2096K 0B    592K  339   1     sleeping *0[1698]    0.00000 0.00000    501 7161     194      12064     4882      9236     10907     11907     206     167      0.0   0      0      apple              N/A    N/A   N/A   N/A   N/A   N/A  
338    coreauthd        0.0  00:00.09 2     1   36     1428K 0B    784K  338   1     sleeping *0[1]       0.00000 0.00000    0   3609     177      553       457       2270     1684      2234      151     81       0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
335    mds_stores       0.0  04:08.64 6     4   124    172M  29M   103M  335   1     sleeping *0[1]       0.00000 0.00000    0   2935320  5942     681671    244496    3823426  921261    1567898   95845   11348    0.0   0      0      root               N/A    N/A   N/A   N/A   N/A   N/A  
